StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q5_1,Q5_2,Q6_1,Q6_2,Q7_1,Q7_2,Q8_1,Q8_2,Q9_1,Q9_2,Q10_1,Q10_2,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q28
2/02/2021 3:26,2/02/2021 3:32,IP Address,100,398,TRUE,2/02/2021 3:32,R_1hXqNj5Q8C6nbYU,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",acceptable,acceptable,acceptable,somewhat acceptable,somewhat acceptable,somewhat acceptable,somewhat not acceptable,somewhat acceptable,somewhat acceptable,acceptable,somewhat acceptable,somewhat acceptable,disagree,agree,strongly disagree,somewhat agree,strongly disagree,strongly disagree,strongly agree,strongly agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
2/02/2021 3:14,2/02/2021 3:35,IP Address,100,1228,TRUE,2/02/2021 3:35,R_1mqkWuR51dpwRSr,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,somewhat acceptable,acceptable,somewhat acceptable,acceptable,neutral,somewhat acceptable,totally acceptable,somewhat not acceptable,somewhat disagree,Don't know,Don't know,neutral,strongly agree,somewhat agree,neutral,somewhat agree,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,45-54,New Zealand,Doctorate / PhD,Self-Employed,"3,601 - 5,000 Euro"
2/02/2021 3:37,2/02/2021 3:44,IP Address,100,410,TRUE,2/02/2021 3:44,R_ekstlNwuMar3Lm9,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",totally acceptable,somewhat not acceptable,totally acceptable,somewhat acceptable,totally acceptable,acceptable,totally acceptable,somewhat acceptable,totally acceptable,acceptable,acceptable,totally acceptable,strongly agree,agree,strongly agree,strongly agree,disagree,disagree,agree,agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Master / diploma,Employed,"more than 5,000 Euro"
2/02/2021 3:35,2/02/2021 3:47,IP Address,100,686,TRUE,2/02/2021 3:47,R_ReoKfDU3bX5w6FX,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),somewhat acceptable,somewhat acceptable,totally acceptable,neutral,totally acceptable,somewhat acceptable,totally acceptable,not acceptable,acceptable,acceptable,neutral,somewhat not acceptable,disagree,neutral,somewhat disagree,neutral,strongly agree,somewhat disagree,disagree,somewhat agree,somewhat disagree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Master / diploma,Employed,"2,601 - 3,600 Euro"
2/02/2021 3:53,2/02/2021 4:01,IP Address,100,505,TRUE,2/02/2021 4:01,R_2f357P4VsfTqvE5,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,totally acceptable,acceptable,somewhat acceptable,totally acceptable,totally acceptable,somewhat not acceptable,acceptable,somewhat acceptable,acceptable,totally acceptable,somewhat disagree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,neutral,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Master / diploma,Employed,"more than 5,000 Euro"
2/02/2021 3:54,2/02/2021 4:08,IP Address,100,872,TRUE,2/02/2021 4:08,R_Rxy035QlIaDqjlL,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),somewhat acceptable,somewhat not acceptable,acceptable,neutral,somewhat acceptable,somewhat acceptable,somewhat acceptable,somewhat not acceptable,acceptable,neutral,acceptable,somewhat acceptable,disagree,somewhat disagree,somewhat agree,neutral,somewhat agree,neutral,disagree,disagree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Self-Employed,"1,701 - 2,600 Euro"
2/02/2021 4:35,2/02/2021 4:39,IP Address,100,254,TRUE,2/02/2021 4:39,R_293OQ7xbyFrcJn3,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),somewhat acceptable,not at all acceptable,acceptable,not at all acceptable,totally acceptable,not at all acceptable,totally acceptable,not at all acceptable,totally acceptable,not at all acceptable,totally acceptable,not at all acceptable,strongly disagree,strongly disagree,strongly disagree,strongly disagree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,21-34,Australia,Master / diploma,Employed,"more than 5,000 Euro"
2/02/2021 4:39,2/02/2021 4:56,IP Address,100,1037,TRUE,2/02/2021 4:56,R_3oA8aim3YbRncxE,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",neutral,acceptable,totally acceptable,somewhat acceptable,neutral,totally acceptable,acceptable,somewhat acceptable,neutral,totally acceptable,acceptable,acceptable,somewhat agree,somewhat agree,somewhat agree,agree,somewhat agree,somewhat agree,somewhat agree,somewhat agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Master / diploma,Employed,"more than 5,000 Euro"
2/02/2021 5:06,2/02/2021 5:17,IP Address,100,653,TRUE,2/02/2021 5:17,R_22StU2GPVf4oiAp,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,not acceptable,totally acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,acceptable,not acceptable,totally acceptable,somewhat acceptable,acceptable,somewhat not acceptable,somewhat agree,somewhat agree,neutral,somewhat agree,somewhat disagree,somewhat agree,neutral,neutral,somewhat disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,65+,Australia,Master / diploma,Employed,"2,601 - 3,600 Euro"
2/02/2021 6:06,2/02/2021 6:14,IP Address,100,445,TRUE,2/02/2021 6:14,R_Oqdy8B8k5uSGj2p,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",totally acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,somewhat acceptable,somewhat acceptable,totally acceptable,acceptable,not acceptable,somewhat agree,agree,neutral,agree,strongly agree,agree,agree,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Master / diploma,Employed,"2,601 - 3,600 Euro"
26/01/2021 7:08,26/01/2021 7:08,IP Address,4,14,FALSE,2/02/2021 7:08,R_by1TChd6BmagDtL,anonymous,EN,I have read the above information and agree to participate in the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/02/2021 7:22,2/02/2021 7:33,IP Address,100,636,TRUE,2/02/2021 7:33,R_2RRs09l37eyTioT,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,acceptable,not acceptable,acceptable,not acceptable,acceptable,not acceptable,totally acceptable,somewhat acceptable,somewhat acceptable,somewhat acceptable,neutral,neutral,neutral,neutral,agree,agree,neutral,somewhat agree,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,21-34,Australia,"Upper secondary school-leaving certificate (Abitur, Fach-/Hochschulreife)",Employed,"3,601 - 5,000 Euro"
2/02/2021 8:34,2/02/2021 8:45,IP Address,100,684,TRUE,2/02/2021 8:45,R_3ETr6RT7Rr1iEzk,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,totally acceptable,acceptable,acceptable,acceptable,totally acceptable,totally acceptable,acceptable,somewhat acceptable,acceptable,totally acceptable,acceptable,strongly agree,strongly agree,strongly agree,strongly agree,strongly disagree,strongly disagree,strongly agree,strongly agree,agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,21-34,Germany,Bachelor,Student,"under 1,300 Euro"
26/01/2021 9:47,26/01/2021 9:47,IP Address,4,9,FALSE,2/02/2021 9:47,R_1SlUaTo8CTUN7QB,anonymous,EN,I have read the above information and agree to participate in the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/01/2021 13:23,26/01/2021 13:23,IP Address,4,7,FALSE,2/02/2021 13:23,R_uypMOQzHeDr2nq9,anonymous,EN,I have read the above information and agree to participate in the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/02/2021 14:59,2/02/2021 15:04,IP Address,100,241,TRUE,2/02/2021 15:04,R_28zJZawenabOMwn,anonymous,EN,I have read the above information and agree to participate in the survey,Unfamiliar (I have heard of it but only vaguely understand how it works or what it could be used for),neutral,somewhat not acceptable,somewhat acceptable,neutral,somewhat acceptable,acceptable,neutral,somewhat not acceptable,somewhat acceptable,acceptable,somewhat not acceptable,somewhat acceptable,somewhat agree,agree,somewhat agree,somewhat agree,somewhat agree,neutral,somewhat agree,agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,21-34,Germany,Master / diploma,Student,"under 1,300 Euro"
2/02/2021 16:19,2/02/2021 16:31,IP Address,100,770,TRUE,2/02/2021 16:31,R_3MnREGUVrYYP9nS,anonymous,EN,I have read the above information and agree to participate in the survey,"Very familiar (I know what it is, how it works and would be able to explain many areas in which Artificial Intelligence could be used)",totally acceptable,totally acceptable,totally acceptable,neutral,totally acceptable,totally acceptable,totally acceptable,totally acceptable,somewhat acceptable,totally acceptable,totally acceptable,neutral,neutral,strongly agree,somewhat disagree,somewhat agree,neutral,disagree,Don't know,Don't know,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Germany,Doctorate / PhD,Employed,"more than 5,000 Euro"
2/02/2021 17:42,2/02/2021 18:02,IP Address,100,1181,TRUE,2/02/2021 18:02,R_wZEQB2P1jSOTV2F,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,totally acceptable,acceptable,somewhat acceptable,somewhat not acceptable,acceptable,somewhat acceptable,acceptable,strongly agree,strongly agree,somewhat agree,agree,somewhat agree,somewhat agree,strongly agree,somewhat disagree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,55-64,Australia,"Upper secondary school-leaving certificate (Abitur, Fach-/Hochschulreife)",Employed,"1,701 - 2,600 Euro"
3/02/2021 0:04,3/02/2021 0:23,IP Address,100,1086,TRUE,3/02/2021 0:23,R_3p3ZAGU2iu5JPwA,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,neutral,totally acceptable,not acceptable,acceptable,somewhat not acceptable,acceptable,somewhat not acceptable,somewhat acceptable,somewhat not acceptable,totally acceptable,not acceptable,strongly disagree,somewhat agree,strongly disagree,somewhat disagree,agree,strongly agree,neutral,disagree,disagree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Bachelor,Employed,"1,301 - 1,700 Euro"
27/01/2021 0:34,27/01/2021 0:34,IP Address,4,21,FALSE,3/02/2021 0:34,R_cZKWxqdzC7ZMiYN,anonymous,EN,I have read the above information and agree to participate in the survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/02/2021 0:48,3/02/2021 1:02,IP Address,100,798,TRUE,3/02/2021 1:02,R_1QovwsRzWUuagYh,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",totally acceptable,somewhat acceptable,totally acceptable,acceptable,acceptable,neutral,totally acceptable,somewhat not acceptable,acceptable,somewhat acceptable,somewhat acceptable,somewhat acceptable,agree,strongly agree,agree,somewhat agree,agree,somewhat agree,neutral,somewhat agree,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
3/02/2021 3:33,3/02/2021 3:41,IP Address,100,484,TRUE,3/02/2021 3:41,R_30pl8VfZHEvVgZA,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",neutral,not acceptable,somewhat acceptable,not acceptable,not acceptable,totally acceptable,totally acceptable,totally acceptable,acceptable,totally acceptable,neutral,acceptable,strongly agree,strongly agree,neutral,strongly agree,somewhat disagree,disagree,agree,neutral,neutral,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(A) a 50% chance of getting 2€ and a 50% chance of getting 1.60€,(A) a 60% chance of getting 2€ and a 40% chance of getting 1.60€,(A) a 70% chance of getting 2€ and a 30% chance of getting 1.60€,(A) an 80% chance of getting 2€ and a 20% chance of getting 1.60€,(A) a 90% chance of getting 2€ and a 10% chance of getting 1.60€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,21-34,Canada,Bachelor,Employed,"more than 5,000 Euro"
3/02/2021 3:37,3/02/2021 3:49,IP Address,100,728,TRUE,3/02/2021 3:49,R_2vZDc1V35KlbtHe,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",acceptable,somewhat not acceptable,acceptable,acceptable,acceptable,totally acceptable,totally acceptable,not acceptable,totally acceptable,not at all acceptable,totally acceptable,totally acceptable,agree,agree,agree,somewhat agree,somewhat agree,strongly disagree,agree,agree,agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(B) a 20% chance of getting 3.85€ and a 80% chance of getting 0.10€,(B) a 30% chance of getting 3.85€ and a 70% chance of getting 0.10€,(B) a 40% chance of getting 3.85€ and a 60% chance of getting 0.10€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
3/02/2021 11:50,3/02/2021 12:01,IP Address,100,671,TRUE,3/02/2021 12:01,R_12gVHXaP0wYFy1m,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,somewhat acceptable,acceptable,somewhat not acceptable,acceptable,acceptable,neutral,somewhat not acceptable,acceptable,acceptable,neutral,agree,agree,somewhat agree,agree,neutral,somewhat disagree,somewhat agree,neutral,somewhat agree,(A) a 10% chance of getting 2€ and a 90% chance of getting 1.60€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Male,35-44,Germany,Doctorate / PhD,Employed,"more than 5,000 Euro"
3/02/2021 12:16,3/02/2021 12:55,IP Address,100,2327,TRUE,3/02/2021 12:55,R_2y14DDqVFTeuJp0,anonymous,EN,I have read the above information and agree to participate in the survey,"Quite familiar (I know roughly what it is, the basics of how it works and could name one or two applications or uses)",somewhat acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,somewhat acceptable,totally acceptable,somewhat acceptable,acceptable,acceptable,acceptable,acceptable,acceptable,agree,strongly agree,agree,agree,neutral,somewhat agree,agree,neutral,somewhat agree,(B) a 10% chance of getting 3.85€ and a 90% chance of getting 0.10€,(A) a 20% chance of getting 2€ and a 80% chance of getting 1.60€,(A) a 30% chance of getting 2€ and a 70% chance of getting 1.60€,(A) a 40% chance of getting 2€ and a 60% chance of getting 1.60€,(B) a 50% chance of getting 3.85€ and a 50% chance of getting 0.10€,(B) a 60% chance of getting 3.85€ and a 40% chance of getting 0.10€,(B) a 70% chance of getting 3.85€ and a 30% chance of getting 0.10€,(B) an 80% chance of getting 3.85€ and a 20% chance of getting 0.10€,(B) a 90% chance of getting 3.85€ and a 10% chance of getting 0.10€,(B) a 100% chance of getting 3.85€ and a 0% chance of getting 0.10€,Female,35-44,Australia,Bachelor,Employed,"more than 5,000 Euro"
